game_id,club_id,hosting,opponent_goals,own_goals
25513551,27.0,Home,3.0,1.0
25583611,23611.0,Home,3.0,1.0
25583661,10690.0,Home,1.0,1.0
25591111,4128.0,Home,0.0,1.0
25778831,2288.0,Home,0.0,2.0
25779391,989.0,Home,1.0,1.0
25779481,631.0,Home,2.0,1.0
25779611,31.0,Home,2.0,3.0
25779671,762.0,Home,2.0,2.0
25779701,512.0,Home,1.0,2.0
25779731,2288.0,Home,0.0,0.0
25780021,11.0,Home,1.0,2.0
25780281,2288.0,Home,2.0,2.0
25780311,1003.0,Home,1.0,1.0
25780631,873.0,Home,0.0,1.0
25780691,1123.0,Home,1.0,1.0
25780701,631.0,Home,1.0,3.0
25780791,762.0,Home,1.0,1.0
25780841,631.0,Home,2.0,2.0
25780951,405.0,Home,1.0,1.0
25781901,631.0,Home,2.0,2.0
25781971,11.0,Home,0.0,4.0
25782111,289.0,Home,2.0,0.0
25782341,989.0,Home,4.0,1.0
25782531,148.0,Home,1.0,1.0
25782581,512.0,Home,4.0,0.0
25782611,405.0,Home,0.0,0.0
25782621,631.0,Home,2.0,2.0
25782641,631.0,Home,1.0,1.0
25782671,29.0,Home,0.0,3.0
25798811,2553.0,Home,4.0,0.0
25798871,2760.0,Home,2.0,0.0
25798981,2999.0,Home,0.0,4.0
25799231,43.0,Home,3.0,1.0
25799301,987.0,Home,1.0,2.0
25799341,2999.0,Home,2.0,1.0
25799351,43.0,Home,1.0,1.0
25799531,2451.0,Home,1.0,1.0
25799561,370.0,Home,0.0,2.0
25799671,2759.0,Home,0.0,3.0
25802081,11479.0,Home,2.0,1.0
25811531,105.0,Home,2.0,2.0
25811541,39.0,Home,1.0,0.0
25811751,18.0,Home,2.0,1.0
25811851,82.0,Home,0.0,3.0
25812021,865.0,Home,0.0,2.0
25812041,190.0,Home,0.0,3.0
25813211,206.0,Home,0.0,1.0
25813271,206.0,Home,0.0,0.0
25813571,3426.0,Home,2.0,0.0
25813641,865.0,Home,1.0,1.0
25813891,5818.0,Home,2.0,0.0
25813941,206.0,Home,2.0,1.0
25816371,167.0,Home,0.0,2.0
25816471,44.0,Home,0.0,2.0
25816661,27.0,Home,1.0,5.0
25816741,105.0,Home,3.0,2.0
25817021,79.0,Home,0.0,2.0
25817041,86.0,Home,3.0,1.0
25817201,533.0,Home,0.0,0.0
25817401,15.0,Home,1.0,1.0
25817551,82.0,Home,2.0,1.0
25818071,27.0,Home,0.0,2.0
25818451,41.0,Home,2.0,3.0
